OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
30/01/2016,231,India,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
30/01/2016,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
30/01/2016,222,Italy,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,361,Germany,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
30/01/2016,361,Italy,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
30/01/2016,237,Italy,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
30/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
30/01/2016,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
30/01/2016,583,Germany,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
30/01/2016,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
31/01/2016,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
31/01/2016,479,Germany,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
31/01/2016,214,Australia,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
31/01/2016,465,India,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
31/01/2016,487,United States,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
31/01/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
31/01/2016,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
31/01/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
31/01/2016,535,United States,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
31/01/2016,537,France,HL Mountain Tire,35,35,1,2.8,13.09
31/01/2016,465,Canada,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
31/01/2016,479,France,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
31/01/2016,606,France,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
31/01/2016,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
31/01/2016,540,France,HL Road Tire,32.6,32.6,1,2.608,12.1924
31/01/2016,483,United States,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
31/01/2016,228,Germany,"Long-Sleeve Logo Jersey, S",49.99,49.99,1,3.9992,38.4923
31/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
01/02/2016,310,India,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
01/02/2016,375,United States,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
01/02/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
01/02/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
01/02/2016,584,Canada,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
01/02/2016,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
01/02/2016,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
01/02/2016,479,Australia,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
01/02/2016,537,Germany,HL Mountain Tire,35,35,1,2.8,13.09
01/02/2016,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
01/02/2016,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
01/02/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
01/02/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,482,Germany,"Racing Socks, L",8.99,8.99,1,0.7192,3.3623
01/02/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
01/02/2016,388,United States,"Road-550-W Yellow, 44",1120.49,1120.49,1,89.6392,713.0798
01/02/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
01/02/2016,477,Australia,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
01/02/2016,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
01/02/2016,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
01/02/2016,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
01/02/2016,217,India,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
01/02/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
01/02/2016,489,France,"Short-Sleeve Classic Jersey, M",53.99,53.99,1,4.3192,41.5723
01/02/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,352,Germany,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
02/02/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
02/02/2016,475,Australia,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
02/02/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
02/02/2016,363,United States,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
02/02/2016,475,Canada,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
02/02/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
02/02/2016,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
02/02/2016,574,India,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
02/02/2016,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
02/02/2016,476,United States,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
02/02/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
02/02/2016,606,Canada,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
02/02/2016,374,United States,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
02/02/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
02/02/2016,562,Canada,"Touring-1000 Yellow, 50",2384.07,2384.07,1,190.7256,1481.9379
